datePart,prodNamePart,prodCode,prodName,managerName,sourceDir,targetDir
20200110,【趣时事件驱动1号证券投资基金】20200109开放估值材料,SJ5171,趣时事件驱动1号证券投资基金,上海趣时资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200110\【趣时事件驱动1号证券投资基金】20200109开放估值材料,Z:\19_外包估值（新）\上海趣时资产管理有限公司\SJ5171_趣时事件驱动1号证券投资基金
20200110,【润合珍宝唐诚1号私募投资基金】20200110,SX7518,润合珍宝唐诚1号私募投资基金,北京润合资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200110\【润合珍宝唐诚1号私募投资基金】20200110,Z:\19_外包估值（新）\北京润合资产管理有限公司\SX7518_润合珍宝唐诚1号私募投资基金
20200110,【上海黑极资产价值精选3号（健康中国）私募投资基金】20200109,SEH207,上海黑极资产价值精选3号（健康中国）私募投资基金,上海黑极资产管理中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200110\【上海黑极资产价值精选3号（健康中国）私募投资基金】20200109,Z:\19_外包估值（新）\上海黑极资产管理中心（有限合伙）\SEH207_上海黑极资产价值精选3号（健康中国）私募投资基金
20200110,【时代五班1号A期私募基金】20200109开放估值材料,SEC218,时代五班1号A期私募基金,平潭方略资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200110\【时代五班1号A期私募基金】20200109开放估值材料,Z:\19_外包估值（新）\平潭方略资产管理有限公司\SEC218_时代五班1号A期私募基金
20200110,【喜世润恒田企业养老基金1号私募证券投资基金】20200109,SCP948,喜世润恒田企业养老基金1号私募证券投资基金,上海喜世润投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200110\【喜世润恒田企业养老基金1号私募证券投资基金】20200109,Z:\19_外包估值（新）\上海喜世润投资管理有限公司\SCP948_喜世润恒田企业养老基金1号私募证券投资基金
20200110,【耀之清平1号私募证券投资基金】20200109,SGS968,耀之清平1号私募证券投资基金,上海耀之资产管理中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200110\【耀之清平1号私募证券投资基金】20200109,Z:\19_外包估值（新）\上海耀之资产管理中心（有限合伙）\SGS968_耀之清平1号私募证券投资基金
20200110,【逸杉3期私募证券投资基金】20200109.pdf,ST6398,逸杉3期私募证券投资基金,上海逸杉资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200110\【逸杉3期私募证券投资基金】20200109.pdf,Z:\19_外包估值（新）\上海逸杉资产管理有限公司\ST6398_逸杉3期私募证券投资基金
20200113,【铂绅十七号证券投资私募基金】20200113,ST1673,铂绅十七号证券投资私募基金,上海铂绅投资中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【铂绅十七号证券投资私募基金】20200113,Z:\19_外包估值（新）\上海铂绅投资中心（有限合伙）\ST1673_铂绅十七号证券投资私募基金
20200113,【创价1号FOF私募基金】20200110,SCR383,创价1号FOF私募基金,横琴九派基金管理合伙企业（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【创价1号FOF私募基金】20200110,Z:\19_外包估值（新）\横琴九派基金管理合伙企业（有限合伙）\SCR383_创价1号FOF私募基金
20200113,【东方点赞证券投资基金】20200110,S39211,东方点赞证券投资基金,上海于翼资产管理合伙企业（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【东方点赞证券投资基金】20200110,Z:\19_外包估值（新）\上海于翼资产管理合伙企业（有限合伙）\S39211_东方点赞证券投资基金
20200113,【方圆天成-天和壹号私募证券投资基金】20200110,SEX612,方圆天成-天和壹号私募证券投资基金,方圆天成资产管理（深圳）有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【方圆天成-天和壹号私募证券投资基金】20200110,Z:\19_外包估值（新）\方圆天成资产管理（深圳）有限公司\SEX612_方圆天成-天和壹号私募证券投资基金
20200113,【丰润长期价值1期私募证券投资基金】20200110,SCT084,丰润长期价值1期私募证券投资基金,北京丰润恒道投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【丰润长期价值1期私募证券投资基金】20200110,Z:\19_外包估值（新）\北京丰润恒道投资管理有限公司\SCT084_丰润长期价值1期私募证券投资基金
20200113,【富善投资-睿远（港股通）1号私募证券投资基金】20200110开放估值材料,ST7755,富善投资-睿远（港股通）1号私募证券投资基金,上海富善投资有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【富善投资-睿远（港股通）1号私募证券投资基金】20200110开放估值材料,Z:\19_外包估值（新）\上海富善投资有限公司\ST7755_富善投资-睿远（港股通）1号私募证券投资基金
20200113,【高维行业配置1号私募投资基金】20200113,SW7464,高维行业配置1号私募投资基金,高维资产管理（上海）有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【高维行业配置1号私募投资基金】20200113,Z:\19_外包估值（新）\高维资产管理（上海）有限公司\SW7464_高维行业配置1号私募投资基金
20200113,【国富瑞弘1号私募证券投资基金】20200113,SY0278,国富瑞弘1号私募证券投资基金,上海国富投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【国富瑞弘1号私募证券投资基金】20200113,Z:\19_外包估值（新）\上海国富投资管理有限公司\SY0278_国富瑞弘1号私募证券投资基金
20200113,【嘉恳量化集合1号私募证券投资基金】20200110,SGS869,嘉恳量化集合1号私募证券投资基金,上海嘉恳资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【嘉恳量化集合1号私募证券投资基金】20200110,Z:\19_外包估值（新）\上海嘉恳资产管理有限公司\SGS869_嘉恳量化集合1号私募证券投资基金
20200113,【君之健君悦证券投资基金】20200110,SE9326,君之健君悦证券投资基金,广东君之健投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【君之健君悦证券投资基金】20200110,Z:\19_外包估值（新）\广东君之健投资管理有限公司\SE9326_君之健君悦证券投资基金
20200113,【乐世洼地一号私募投资基金】20200110,SCD383,乐世洼地一号私募投资基金,乐世资本管理（深圳）有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【乐世洼地一号私募投资基金】20200110,Z:\19_外包估值（新）\乐世资本管理（深圳）有限公司\SCD383_乐世洼地一号私募投资基金
20200113,【雷根汇智增长基金】20200110,SJ0986,雷根汇智增长基金,上海雷根资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【雷根汇智增长基金】20200110,Z:\19_外包估值（新）\上海雷根资产管理有限公司\SJ0986_雷根汇智增长基金
20200113,【领辉得安二号】20200110,SEE318,领辉得安二号私募投资基金,宁波梅山保税港区领辉资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【领辉得安二号】20200110,Z:\19_外包估值（新）\宁波梅山保税港区领辉资产管理有限公司\SEE318_领辉得安二号私募投资基金
20200113,【明汯中性6号私募证券投资基金】20200110,SCQ803,明汯中性6号私募证券投资基金,上海明汯投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【明汯中性6号私募证券投资基金】20200110,Z:\19_外包估值（新）\上海明汯投资管理有限公司\SCQ803_明汯中性6号私募证券投资基金
20200113,【宁聚博逸1号私募证券投资基金】20200113,SJC971,宁聚博逸1号私募证券投资基金,宁波宁聚资产管理中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【宁聚博逸1号私募证券投资基金】20200113,Z:\19_外包估值（新）\宁波宁聚资产管理中心（有限合伙）\SJC971_宁聚博逸1号私募证券投资基金
20200113,【宁聚映山红8号私募证券投资基金】20200113,SGD195,宁聚映山红8号私募证券投资基金,宁波宁聚资产管理中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【宁聚映山红8号私募证券投资基金】20200113,Z:\19_外包估值（新）\宁波宁聚资产管理中心（有限合伙）\SGD195_宁聚映山红8号私募证券投资基金
20200113,【磐泽扬帆稳健一号私募证券投资基金】20200110,SJF893,磐泽扬帆稳健一号私募证券投资基金,北京磐泽资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【磐泽扬帆稳健一号私募证券投资基金】20200110,Z:\19_外包估值（新）\北京磐泽资产管理有限公司\SJF893_磐泽扬帆稳健一号私募证券投资基金
20200113,【青荇宏观策略一期】20200113,S23171,青荇宏观策略一期基金,深圳永卓资本管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【青荇宏观策略一期】20200113,Z:\19_外包估值（新）\深圳永卓资本管理有限公司\S23171_青荇宏观策略一期基金
20200113,【杉树兆石量化私募投资基金1期】20200110开放估值材料,SEJ924,杉树兆石量化私募投资基金1期,杭州兆石投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【杉树兆石量化私募投资基金1期】20200110开放估值材料,Z:\19_外包估值（新）\杭州兆石投资管理有限公司\SEJ924_杉树兆石量化私募投资基金1期
20200113,【熵一全球宏观配置旗舰基金】20200113,SD1021,熵一全球宏观配置旗舰基金,熵一资产管理（上海）有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【熵一全球宏观配置旗舰基金】20200113,Z:\19_外包估值（新）\熵一资产管理（上海）有限公司\SD1021_熵一全球宏观配置旗舰基金
20200113,【拾禾皓睿FOF私募基金】20200110,SX8445,拾禾皓睿FOF私募基金,杭州拾禾投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【拾禾皓睿FOF私募基金】20200110,Z:\19_外包估值（新）\杭州拾禾投资管理有限公司\SX8445_拾禾皓睿FOF私募基金
20200113,【思勰投资趋势CTA一号私募投资基金20200110,SEL399,思勰投资趋势CTA一号私募投资基金,上海思勰投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【思勰投资趋势CTA一号私募投资基金20200110,Z:\19_外包估值（新）\上海思勰投资管理有限公司\SEL399_思勰投资趋势CTA一号私募投资基金
20200113,【万柏强债1号私募证券投资基金】20200113,SGV895,万柏强债1号私募证券投资基金,万柏投资管理(北京)有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【万柏强债1号私募证券投资基金】20200113,Z:\19_外包估值（新）\万柏投资管理(北京)有限公司\SGV895_万柏强债1号私募证券投资基金
20200113,【维引钱塘固收增强私募投资基金】20200110.pdf,SER501,维引钱塘固收增强私募投资基金,杭州维引资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【维引钱塘固收增强私募投资基金】20200110.pdf,Z:\19_外包估值（新）\杭州维引资产管理有限公司\SER501_维引钱塘固收增强私募投资基金
20200113,【新思多策略3期基金】20200113,S67813,新思哲多策略3期基金,深圳市新思哲投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【新思多策略3期基金】20200113,Z:\19_外包估值（新）\深圳市新思哲投资管理有限公司\S67813_新思哲多策略3期基金
20200113,【星辰之艾方多策略22号私募证券投资基金】20200110,SX5562,星辰之艾方多策略22号私募证券投资基金,上海艾方资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【星辰之艾方多策略22号私募证券投资基金】20200110,Z:\19_外包估值（新）\上海艾方资产管理有限公司\SX5562_星辰之艾方多策略22号私募证券投资基金
20200113,【星辰之双隆隆霄1号证券投资私募基金】20200110,SX5619,星辰之双隆隆霄1号证券投资私募基金,上海双隆投资有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【星辰之双隆隆霄1号证券投资私募基金】20200110,Z:\19_外包估值（新）\上海双隆投资有限公司\SX5619_星辰之双隆隆霄1号证券投资私募基金
20200113,【因诺天丰1号私募基金】20200110,SS8359,因诺天丰1号私募基金,因诺（上海）资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【因诺天丰1号私募基金】20200110,Z:\19_外包估值（新）\因诺（上海）资产管理有限公司\SS8359_因诺天丰1号私募基金
20200113,【筑金匠心壹号私募证券投资基金】20200110.pdf,SGR295,筑金匠心壹号私募证券投资基金,上海筑金投资有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200113\【筑金匠心壹号私募证券投资基金】20200110.pdf,Z:\19_外包估值（新）\上海筑金投资有限公司\SGR295_筑金匠心壹号私募证券投资基金
20200114,【泊通精选定制私募基金】20200114,SR3672,泊通精选定制私募基金,上海泊通投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【泊通精选定制私募基金】20200114,Z:\19_外包估值（新）\上海泊通投资管理有限公司\SR3672_泊通精选定制私募基金
20200114,【菲洛顺盈一号私募证券投资基金】20200113,SS6782,菲洛顺盈一号私募证券投资基金,浙江菲洛资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【菲洛顺盈一号私募证券投资基金】20200113,Z:\19_外包估值（新）\浙江菲洛资产管理有限公司\SS6782_菲洛顺盈一号私募证券投资基金
20200114,【国富繁星5号私募证券投资基金】20200114,SJD541,国富繁星5号私募证券投资基金,上海国富投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【国富繁星5号私募证券投资基金】20200114,Z:\19_外包估值（新）\上海国富投资管理有限公司\SJD541_国富繁星5号私募证券投资基金
20200114,【海之源安泰1期私募证券投资基金】20200113,SCL097,海之源安泰1期私募证券投资基金,深圳海之源投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【海之源安泰1期私募证券投资基金】20200113,Z:\19_外包估值（新）\深圳海之源投资管理有限公司\SCL097_海之源安泰1期私募证券投资基金
20200114,【华量联创永泉1号私募基金】20200113,SCD574,华量联创永泉1号私募基金,上海联创永泉资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【华量联创永泉1号私募基金】20200113,Z:\19_外包估值（新）\上海联创永泉资产管理有限公司\SCD574_华量联创永泉1号私募基金
20200114,【聚鸣医药创新私募证券投资基金】20200113,SEV973,聚鸣医药创新私募证券投资基金,上海聚鸣投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【聚鸣医药创新私募证券投资基金】20200113,Z:\19_外包估值（新）\上海聚鸣投资管理有限公司\SEV973_聚鸣医药创新私募证券投资基金
20200114,【君犀强债1号私募证券投资基金】20200114.pdf,SW7581,君犀强债1号私募证券投资基金,上海君犀投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【君犀强债1号私募证券投资基金】20200114.pdf,Z:\19_外包估值（新）\上海君犀投资管理有限公司\SW7581_君犀强债1号私募证券投资基金
20200114,【聊塑产业1号私募投资基金】20200110开放估值材料,SW9446,聊塑产业1号私募投资基金,上海聊塑资产管理中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【聊塑产业1号私募投资基金】20200110开放估值材料,Z:\19_外包估值（新）\上海聊塑资产管理中心（有限合伙）\SW9446_聊塑产业1号私募投资基金
20200114,【聊塑投资对冲2号私募投资基金】20200110开放估值材料,SX8920,聊塑投资对冲2号私募投资基金,上海聊塑资产管理中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【聊塑投资对冲2号私募投资基金】20200110开放估值材料,Z:\19_外包估值（新）\上海聊塑资产管理中心（有限合伙）\SX8920_聊塑投资对冲2号私募投资基金
20200114,【聊塑投资对冲5号私募投资基金】20200110开放估值材料,SCL573,聊塑投资对冲5号私募投资基金,上海聊塑资产管理中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【聊塑投资对冲5号私募投资基金】20200110开放估值材料,Z:\19_外包估值（新）\上海聊塑资产管理中心（有限合伙）\SCL573_聊塑投资对冲5号私募投资基金
20200114,【林园投资21号私募投资基金20200114,SY0652,林园投资21号私募投资基金,深圳市林园投资管理有限责任公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【林园投资21号私募投资基金20200114,Z:\19_外包估值（新）\深圳市林园投资管理有限责任公司\SY0652_林园投资21号私募投资基金
20200114,【六脉新动力2号指数增强组合私募证券投资基金】20200113,SEV387,六脉新动力2号指数增强组合私募证券投资基金,杭州华软新动力资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【六脉新动力2号指数增强组合私募证券投资基金】20200113,Z:\19_外包估值（新）\杭州华软新动力资产管理有限公司\SEV387_六脉新动力2号指数增强组合私募证券投资基金
20200114,【龙旗旭日五期私募投资基金】20200114.pdf,SR7446,龙旗旭日五期私募投资基金,杭州龙旗科技有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【龙旗旭日五期私募投资基金】20200114.pdf,Z:\19_外包估值（新）\杭州龙旗科技有限公司\SR7446_龙旗旭日五期私募投资基金
20200114,【明钺季季红1号私募证券投资基金】20200110开放估值材料,SJF016,明钺季季红1号私募证券投资基金,珠海明钺资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【明钺季季红1号私募证券投资基金】20200110开放估值材料,Z:\19_外包估值（新）\珠海明钺资产管理有限公司\SJF016_明钺季季红1号私募证券投资基金
20200114,【宁聚满天星2期】20200114,S22922,宁聚满天星2期对冲基金,宁波宁聚资产管理中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【宁聚满天星2期】20200114,Z:\19_外包估值（新）\宁波宁聚资产管理中心（有限合伙）\S22922_宁聚满天星2期对冲基金
20200114,【磐厚动量-旅行者1号私募基金】20200113pdf.pdf,SR9235,磐厚动量-旅行者1号私募基金,磐厚动量(上海)资本管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【磐厚动量-旅行者1号私募基金】20200113pdf.pdf,Z:\19_外包估值（新）\磐厚动量(上海)资本管理有限公司\SR9235_磐厚动量-旅行者1号私募基金
20200114,【平方和8号私募基金】20200109,SCJ331,平方和8号私募基金,宁波平方和投资管理合伙企业（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【平方和8号私募基金】20200109,Z:\19_外包估值（新）\宁波平方和投资管理合伙企业（有限合伙）\SCJ331_平方和8号私募基金
20200114,【浦信恒利资产管理7号私募基金】20200114,SR6549,浦信恒利资产管理7号私募基金,上海恒基浦业资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【浦信恒利资产管理7号私募基金】20200114,Z:\19_外包估值（新）\上海恒基浦业资产管理有限公司\SR6549_浦信恒利资产管理7号私募基金
20200114,【千一进取3号私募基金】20200113,SEM116,千一进取3号私募基金,宁波众里千寻投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【千一进取3号私募基金】20200113,Z:\19_外包估值（新）\宁波众里千寻投资管理有限公司\SEM116_千一进取3号私募基金
20200114,【润合通宝唐诚私募投资基金】20200114,SX7504,润合通宝唐诚私募投资基金,北京润合资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【润合通宝唐诚私募投资基金】20200114,Z:\19_外包估值（新）\北京润合资产管理有限公司\SX7504_润合通宝唐诚私募投资基金
20200114,【于翼东方点赞L私募证券投资基金】20200113,SGJ493,于翼东方点赞L私募证券投资基金,上海于翼资产管理合伙企业（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【于翼东方点赞L私募证券投资基金】20200113,Z:\19_外包估值（新）\上海于翼资产管理合伙企业（有限合伙）\SGJ493_于翼东方点赞L私募证券投资基金
20200114,【元兹FOF1号证券投资私募基金】20200113,SEL010,元兹FOF1号证券投资私募基金,元兹投资管理（上海）有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【元兹FOF1号证券投资私募基金】20200113,Z:\19_外包估值（新）\元兹投资管理（上海）有限公司\SEL010_元兹FOF1号证券投资私募基金
20200114,【中港新慧私募证券投资基金】20200113,SGY737,中港新慧私募证券投资基金,北京中港融鑫资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200114\【中港新慧私募证券投资基金】20200113,Z:\19_外包估值（新）\北京中港融鑫资产管理有限公司\SGY737_中港新慧私募证券投资基金
20200115,【【中乾清艺私募证券投资基金】20200114,SEY229,中乾清艺私募证券投资基金,北京中乾证融投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【【中乾清艺私募证券投资基金】20200114,Z:\19_外包估值（新）\北京中乾证融投资管理有限公司\SEY229_中乾清艺私募证券投资基金
20200115,【CEIBS165私募基金】20200114,ST0985,CEIBS165私募基金,上海鼎锋弘人资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【CEIBS165私募基金】20200114,Z:\19_外包估值（新）\上海鼎锋弘人资产管理有限公司\ST0985_CEIBS165私募基金
20200115,【贝泉3号私募证券投资基金】20200114,SEK354,贝泉3号私募证券投资基金,北京贝泉投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【贝泉3号私募证券投资基金】20200114,Z:\19_外包估值（新）\北京贝泉投资管理有限公司\SEK354_贝泉3号私募证券投资基金
20200115,【秉诚FOF1号私募基金】20200114,SX1336,秉诚FOF1号私募基金,杭州秉怀资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【秉诚FOF1号私募基金】20200114,Z:\19_外包估值（新）\杭州秉怀资产管理有限公司\SX1336_秉诚FOF1号私募基金
20200115,【东方港湾麒庭一号私募证券投资基金】20200114,SGA048,东方港湾麒庭一号私募证券投资基金,深圳东方港湾投资管理股份有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【东方港湾麒庭一号私募证券投资基金】20200114,Z:\19_外包估值（新）\深圳东方港湾投资管理股份有限公司\SGA048_东方港湾麒庭一号私募证券投资基金
20200115,【高维优选配置1号私募投资基金】20200115开放估值材料,SR0182,高维优选配置1号私募投资基金,高维资产管理（上海）有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【高维优选配置1号私募投资基金】20200115开放估值材料,Z:\19_外包估值（新）\高维资产管理（上海）有限公司\SR0182_高维优选配置1号私募投资基金
20200115,【高维子策略F1私募证券投资基金】20200114,SGC615,高维子策略F1私募证券投资基金,高维资产管理（上海）有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【高维子策略F1私募证券投资基金】20200114,Z:\19_外包估值（新）\高维资产管理（上海）有限公司\SGC615_高维子策略F1私募证券投资基金
20200115,【弘润易者对冲策略三号私募证券投资基金】20200114,SGD504,弘润易者对冲策略三号私募证券投资基金,上海弘润资产管理有限责任公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【弘润易者对冲策略三号私募证券投资基金】20200114,Z:\19_外包估值（新）\上海弘润资产管理有限责任公司\SGD504_弘润易者对冲策略三号私募证券投资基金
20200115,【金恒宇和意1号私募证券投资基金】20200114,SGR042,金恒宇和意1号私募证券投资基金,厦门金恒宇投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【金恒宇和意1号私募证券投资基金】20200114,Z:\19_外包估值（新）\厦门金恒宇投资管理有限公司\SGR042_金恒宇和意1号私募证券投资基金
20200115,【金曼湛然5号私募证券投资基金】20200114,SGH500,金曼湛然5号私募证券投资基金,上海金曼投资管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【金曼湛然5号私募证券投资基金】20200114,Z:\19_外包估值（新）\上海金曼投资管理有限公司\SGH500_金曼湛然5号私募证券投资基金
20200115,【宽远价值成长二期证券投资基金】20200115,S69517,宽远价值成长二期证券投资基金,上海宽远资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【宽远价值成长二期证券投资基金】20200115,Z:\19_外包估值（新）\上海宽远资产管理有限公司\S69517_宽远价值成长二期证券投资基金
20200115,【乐瑞全债5号证券投资私募基金】20200115.pdf,SX6586,乐瑞全债5号证券投资私募基金,北京乐瑞资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【乐瑞全债5号证券投资私募基金】20200115.pdf,Z:\19_外包估值（新）\北京乐瑞资产管理有限公司\SX6586_乐瑞全债5号证券投资私募基金
20200115,【立信动力1号组合私募证券投资基金】20200114,SJL837,立信新动力1号组合私募证券投资基金,杭州华软新动力资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【立信动力1号组合私募证券投资基金】20200114,Z:\19_外包估值（新）\杭州华软新动力资产管理有限公司\SJL837_立信新动力1号组合私募证券投资基金
20200115,【林园投资21号私募投资基金】20200115,SY0652,林园投资21号私募投资基金,深圳市林园投资管理有限责任公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【林园投资21号私募投资基金】20200115,Z:\19_外包估值（新）\深圳市林园投资管理有限责任公司\SY0652_林园投资21号私募投资基金
20200115,【灵均阿尔法1期私募证券投资基金】20200115,SCL668,灵均阿尔法1期私募证券投资基金,宁波灵均投资管理合伙企业（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【灵均阿尔法1期私募证券投资基金】20200115,Z:\19_外包估值（新）\宁波灵均投资管理合伙企业（有限合伙）\SCL668_灵均阿尔法1期私募证券投资基金
20200115,【六脉新动力1号私募投资基金】20200113,SEN059,六脉新动力1号私募投资基金,杭州华软新动力资产管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【六脉新动力1号私募投资基金】20200113,Z:\19_外包估值（新）\杭州华软新动力资产管理有限公司\SEN059_六脉新动力1号私募投资基金
20200115,【念空先锋多策略投资基金】20200114,SJ4425,念空先锋多策略投资基金,上海念空数据科技中心（有限合伙）,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【念空先锋多策略投资基金】20200114,Z:\19_外包估值（新）\上海念空数据科技中心（有限合伙）\SJ4425_念空先锋多策略投资基金
20200115,【磐厚动量-旅行者1号私募基金】20200114.pdf,SR9235,磐厚动量-旅行者1号私募基金,磐厚动量(上海)资本管理有限公司,Z:\10_外包估值\外包估值开放小组\开放材料\TA开放估值依据-2020\20200115\【磐厚动量-旅行者1号私募基金】20200114.pdf,Z:\19_外包估值（新）\磐厚动量(上海)资本管理有限公司\SR9235_磐厚动量-旅行者1号私募基金
